영업상태명,상세영업상태코드,상세영업상태명,전화번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,좌표정보(X),좌표정보(Y),점포구분명
영업/정상,1,정상영업,02-567-3424,서울특별시 강남구 역삼1동 796번지 29호,서울특별시 강남구 논현로63길 16 (역삼동),135930,역삼서해더블루,그 밖의 대규모점포,203389.5627,443422.7793,대규모점포
영업/정상,1,정상영업,02-3446-5999,,서울특별시 강남구 도산대로85길 30 (청담동),135955,신원아침도시마인상가,그 밖의 대규모점포,204391.4254,447439.7524,대규모점포
영업/정상,1,정상영업,02-3452-5601,,서울특별시 강남구 역삼로 230 (역삼동),135928,롯데슈퍼 역삼2동점,구분없음,203641.0768,443854.8969,준대규모점포
영업/정상,1,정상영업,02-568-5601,,서울특별시 강남구 역삼로8길 15 (역삼동),135569,롯데슈퍼 역삼1동점,구분없음,202957.2867,443437.6825,준대규모점포
영업/정상,1,정상영업,02-3466-5601,,서울특별시 강남구 언주로122길 25 (논현동 두산위브아파트),135832,롯데슈퍼 논현점,구분없음,203322.586,445590.729,준대규모점포
영업/정상,1,정상영업,02-3446-5634,,서울특별시 강남구 도산대로35길 39 (신사동),135893,롯데슈퍼 압구정점,구분없음,202612.7084,446806.7335,준대규모점포
영업/정상,1,정상영업,02-3446-5602,,서울특별시 강남구 봉은사로103길 5 (삼성동),135873,롯데슈퍼 코엑스점,구분없음,205359.8987,445864.8059,준대규모점포
영업/정상,1,정상영업,02-547-5601,,서울특별시 강남구 언주로 123 (도곡동 개포한신아파트),135855,롯데슈퍼 도곡점,구분없음,204254.783,442744.8477,준대규모점포
영업/정상,1,정상영업,02-2006-2156,서울특별시 강남구 논현동 140번지,서울특별시 강남구 강남대로128길 128-20 1층 101104106호 (논현동 영동프라자),135011,(주)지에스리테일 GS슈퍼 강남 논현점,구분없음,202023.3952,445302.9159,준대규모점포
영업/정상,1,정상영업,02-561-4267,서울특별시 강남구 대치동 511번지 한보미도맨션,서울특별시 강남구 삼성로 150 (대치동 한보미도맨션),6288,한보종합상가,그 밖의 대규모점포,205886.2868,443467.6118,대규모점포
영업/정상,1,정상영업,02-550-3090,서울특별시 강남구 역삼동 755번지,서울특별시 강남구 역삼로 310 (역삼동),135926,한솔필리아,그 밖의 대규모점포,204213.6432,444113.0282,대규모점포
영업/정상,1,정상영업,02 5491940,서울특별시 강남구 논현동 227번지 4호,서울특별시 강남구 봉은사로33길 33 (논현동),135829,논현종합시장,그 밖의 대규모점포,203005.088,445311.31,대규모점포
영업/정상,1,정상영업,02 5103114,서울특별시 강남구 논현동 105번지 7호,서울특별시 강남구 언주로 726 (논현동 두산빌딩),135714,두산아케이드,그 밖의 대규모점포,203050.7839,446316.514,대규모점포
영업/정상,1,정상영업,02 4599891,서울특별시 강남구 일원동 711번지 1호,서울특별시 강남구 양재대로55길 6 (일원동 도시개발아파트),135938,수서1-2단지상가,그 밖의 대규모점포,207748.4871,443240.945,대규모점포
영업/정상,1,정상영업,234662620,서울특별시 강남구 역삼동 826번지 14호   ,서울특별시 강남구 역삼동 826번지 14호   ,,진솔물산,그 밖의 대규모점포,202557.0078,443648.6225,
영업/정상,1,정상영업,234495722,서울특별시 강남구 압구정동 429번지,서울특별시 강남구 압구정로 165 (압구정동 현대백화점본점),135724,(주)현대백화점 본점,백화점,202358.5057,447232.9557,대규모점포
영업/정상,1,정상영업,02 5522233,서울특별시 강남구 삼성동 159번지 7호,서울특별시 강남구 테헤란로 517 (삼성동 무역센터현대백화점),135730,현대백화점 무역센터점,백화점,205210.3588,445154.4223,대규모점포
영업/정상,5,영업개시전,02-2006-2676,서울특별시 용산구 한강로3가 63-70,서울특별시 용산구 서빙고로 17 용산해링턴스퀘어 C동 1층 111~115호 (한강로3가),4387,GS THE FRESH 용산해링턴점,구분없음,197071.4032,447073.6228,
영업/정상,1,정상영업,25184089,,서울특별시 강남구 압구정로18길 25 (신사동 한국산업양행빌딩),6031,(주)지에스리테일 신사점,구분없음,202167.013,446808.0756,준대규모점포
영업/정상,1,정상영업,02-380-9461,서울특별시 강남구 논현동 164번지 5호 외 3필지,서울특별시 강남구 논현동 164번지 5호 외 3필지,,삐에로쇼핑 강남논현점,구분없음,201994.292,445091.8767,준대규모점포
휴업,2,휴업처리,02 5492233,서울특별시 강남구 압구정동 456호   ,,,금강상가,그 밖의 대규모점포,202485.2265,447521.5203,
휴업,2,휴업처리,02 5696396,서울특별시 강남구 역삼동 755호 한솔필리아지층  ,,,(주)신세계마트 이마트 역삼점,대형마트,204213.6432,444113.0282,
휴업,2,휴업처리,02 5492233,서울특별시 강남구 압구정동 456호   ,,,(주)현대백화점 동호스토아,백화점,202485.2265,447521.5203,
휴업,2,휴업처리,02 5560604,서울특별시 강남구 대치동 623624호   ,,,남서울종합상가,그 밖의 대규모점포,,,
휴업,2,휴업처리,02 5492233,서울특별시 강남구 압구정동 456호   ,,,(주)금강개발산업,그 밖의 대규모점포,202485.2265,447521.5203,
폐업,3,폐업처리,02 5441034,서울특별시 강남구 청담동 122호,서울특별시 강남구 도산대로85길 30 (청담동),135955,청담제일시장,그 밖의 대규모점포,204391.4254,447439.7524,대규모점포
폐업,3,폐업처리,02 5623886,서울특별시 강남구 삼성동 122번지 8 호,서울특별시 강남구 봉은사로72길 39 (삼성동),135509,삼성종합시장,시장,204582.0998,445311.8063,대규모점포
폐업,3,폐업처리,02 5673424,서울특별시 강남구 역삼동 796번지 22  호,서울특별시 강남구 역삼로52길 14 (역삼동),135926,역삼시장,시장,204170.2781,444036.656,대규모점포
폐업,3,폐업처리,02 5673504,서울특별시 강남구 역삼동 754번지 2  호,서울특별시 강남구 역삼로52길 14 (역삼동),135926,역삼시장,그 밖의 대규모점포,204170.2781,444036.656,대규모점포
폐업,3,폐업처리,02 5602637,서울특별시 강남구 역삼동 701호,,,서울상록회관,대형마트,203746.5376,444628.0781,
영업/정상,1,정상영업,948-6767,서울특별시 노원구 공릉2동 89번지 1호  대덕프라자 지층 101~102호,서울특별시 노원구 노원로1길 67 (공릉동),139800,(주)이마트에브리데이 공릉동점,구분없음,207311.1758,457610.712,
폐업,3,폐업처리,02-6908-1051,서울특별시 강남구 역삼동 755번지,서울특별시 강남구 역삼로 310 (역삼동),135926,(주)신세계마트 이마트 역삼점,대형마트,204213.6432,444113.0282,대규모점포
폐업,3,폐업처리,02)727-1381,서울특별시 강남구 청담동 4번지 1호 외 9필지,서울특별시 강남구 도산대로 442 (청담동),135948,SSG Food Market 백화점,백화점,203789.5881,446796.1283,대규모점포
폐업,3,폐업처리,02 5471151,서울특별시 강남구 논현동 122번지 8호,서울특별시 강남구 학동로4길 15 (논현동),135822,영동시장,그 밖의 대규모점포,202010.0103,445368.1318,대규모점포
폐업,3,폐업처리,234135119,서울특별시 강남구 개포동 13번지 3 호,,,미씨-860,그 밖의 대규모점포,206970.9193,443574.4116,
폐업,3,폐업처리,02 5743600,서울특별시 강남구 도곡동 464호,,,(주)재능스스로마트,그 밖의 대규모점포,204254.783,442744.8477,대규모점포
폐업,3,폐업처리,221387230,,서울특별시 강남구 학동로43길 38 지하2층 (논현동 논현웰스톤),6059,(주)지에스리테일 논현점,구분없음,203292.307,446247.5115,준대규모점포
취소/말소/만료/정지/중지,4,직권취소,02 5550000,서울특별시 강남구 일원동 647호,,,일원마트,그 밖의 대규모점포,207614.091,443297.0315,
영업/정상,1,정상영업,2290-5853,서울특별시 송파구 석촌동 235번지 17호,서울특별시 송파구 백제고분로34길 3 (석촌동),138845,롯데쇼핑(주)롯데슈퍼석촌점,구분없음,208675.8128,444446.0535,준대규모점포
영업/정상,1,정상영업,02  400 2007,서울특별시 송파구 오금동 615번지,서울특별시 송파구 양재대로72길 5 (오금동),138130,농협하나로마트방이역점,구분없음,211217.0019,445334.1517,준대규모점포
영업/정상,1,정상영업,3431-5602,서울특별시 송파구 방이2동 63번지 11호,서울특별시 송파구 올림픽로32길 20 (방이동),138828,롯데쇼핑(주)롯데슈퍼방이점,구분없음,209576.622,445779.101,준대규모점포
영업/정상,1,정상영업,2290-5853,서울특별시 송파구 풍납2동 400번지 5호   101호,서울특별시 송파구 강동대로9길 20 (풍납동),138879,롯데쇼핑(주)롯데슈퍼풍납점,구분없음,210274.1855,447307.6498,준대규모점포
영업/정상,1,정상영업,230125535,서울특별시 송파구 마천동 140번지 2호,서울특별시 송파구 마천로45길 23 (마천동),138819,마천시장,그 밖의 대규모점포,213247.1961,444020.5685,대규모점포
영업/정상,1,정상영업,423-4751,서울특별시 송파구 잠실동 101번지 1호,서울특별시 송파구 올림픽로4길 40 (잠실동),138892,프리마 쇼핑센타,그 밖의 대규모점포,206397.348,444963.2339,대규모점포
영업/정상,1,정상영업,4135551,서울특별시 송파구 석촌동 277번지 2호,서울특별시 송파구 가락로 103 (석촌동),138846,엄마손상가,그 밖의 대규모점포,209440.7265,444369.4957,대규모점포
영업/정상,1,정상영업,21570118,서울특별시 송파구 문정동 516번지,서울특별시 송파구 충민로 66 (문정동),138960,가든파이브 라이프,그 밖의 대규모점포,211053.1195,442026.9888,대규모점포
영업/정상,1,정상영업,02 4310611,서울특별시 송파구 마천동 181호,서울특별시 송파구 마천로 315 (마천동),138820,송파쇼핑센타,그 밖의 대규모점포,213279.7811,443674.6829,대규모점포
영업/정상,1,정상영업,02  422 5851,서울특별시 송파구 잠실동 27번지 6호,서울특별시 송파구 올림픽로 203 (잠실동),138916,잠실중앙상가,그 밖의 대규모점포,208187.6235,445589.7186,대규모점포
영업/정상,1,정상영업,204748542,서울특별시 송파구 풍납동 163번지,서울특별시 송파구  올림픽로51길  52 (풍납동),,홈플러스(주)익스프레스 풍납점,구분없음,210378.825,447916.0439,
영업/정상,1,정상영업,430-7007,서울특별시 송파구 오금동 615번지  올림픽파크동부센트레빌 상가,서울특별시 송파구 양재대로72길 5 (오금동),138130,올림픽파크동부센트레빌 상가,그 밖의 대규모점포,211217.0019,445334.1517,대규모점포
영업/정상,1,정상영업,24166006,서울특별시 송파구 송파1동 121번지,서울특별시 송파구 가락로 183 (송파동),138851,한화건설 송파지점,그 밖의 대규모점포,210057.9121,444767.3676,대규모점포
영업/정상,1,정상영업,24037008,서울특별시 송파구 가락2동 140번지,서울특별시 송파구 동남로 189 (가락동),138808,쌍용프라자 상가,그 밖의 대규모점포,211259.9098,443711.7029,대규모점포
영업/정상,1,정상영업,221462003,서울특별시 송파구 신천동 7번지 18호,서울특별시 송파구 올림픽로 269 (신천동),138934,롯데캐슬플라자,쇼핑센터,208836.1921,445807.7274,대규모점포
영업/정상,1,정상영업,02-2050-5001,서울특별시 송파구 잠실3동 40번지 1호 롯데월드,서울특별시 송파구 올림픽로 240 (잠실동),138220,롯데하이마트잠실점,전문점,208589.3633,445455.9041,대규모점포
영업/정상,1,정상영업,02  34016251,,서울특별시 송파구 동남로 189 (가락동 쌍용아파트),138747,(주)지에스리테일 송파점,구분없음,211259.9098,443711.7029,준대규모점포
영업/정상,1,정상영업,24185853,,서울특별시 송파구 오금로31가길 20 (방이동 대림아파트),138771,(주)지에스리테일 방이점,구분없음,210908.9845,445042.9203,준대규모점포
영업/정상,1,정상영업,02  400 0198,서울특별시 송파구 방이동 89번지 11호 프라자상가,서울특별시 송파구 양재대로 1222 (방이동),138829,올림픽프라자상가,그 밖의 대규모점포,211619.368,445963.3849,대규모점포
영업/정상,1,정상영업,24118411,서울특별시 송파구 잠실동 40번지 1호,서울특별시 송파구 올림픽로 240 (잠실동),138721,롯데마트 잠실점,대형마트,208589.3633,445455.9041,대규모점포
영업/정상,1,정상영업,024115551~4,서울특별시 송파구 잠실동 40번지 1호,서울특별시 송파구 올림픽로 240 (잠실동),138721,롯데백화점 잠실점,백화점,208589.3633,445455.9041,대규모점포
영업/정상,1,정상영업,220067710,서울특별시 송파구 문정동 150번지 2호,서울특별시 송파구 중대로 80 (문정동),138885,롯데쇼핑(주)롯데마트 송파점,대형마트,210343.6993,443288.285,대규모점포
영업/정상,1,정상영업,02  21454942,서울특별시 송파구 잠실동 40호,서울특별시 송파구 올림픽로 212 (잠실동),138791,갤러리아팰리스 아케이드,그 밖의 대규모점포,208233.927,445435.2576,대규모점포
영업/정상,1,정상영업,2290-5853,서울특별시 송파구 잠실2동 19번지 8호,서울특별시 송파구 올림픽로 111 (잠실동),138908,롯데쇼핑(주)롯데슈퍼신천점,구분없음,207270.219,445550.2772,준대규모점포
영업/정상,1,정상영업,2290-5853,서울특별시 송파구 잠실3동 35번지 2호,서울특별시 송파구 석촌호수로 61 (잠실동),138915,롯데쇼핑(주)롯데슈퍼잠실3동점,구분없음,207553.9182,445383.338,준대규모점포
영업/정상,1,정상영업,02-380-9461,,서울특별시 송파구 법원로 55 상가D동 401외 5호 (문정동 송파아이파크),5841,노브랜드 문정점,구분없음,210697,441990,준대규모점포
영업/정상,1,정상영업,02-2050-5298,서울특별시 송파구 신천동 29번지,서울특별시 송파구 올림픽로 300-0 (신천동),138731,롯데하이마트 월드타워점,전문점,209074.9008,445657.8093,대규모점포
영업/정상,1,정상영업,02-2290-5710,,서울특별시 송파구 송파대로 111-0 (문정동),138202,롯데프리미엄푸드마켓 문정점,구분없음,210966,442050,준대규모점포
영업/정상,1,정상영업,24233774,,서울특별시 송파구 올림픽로 203 (잠실동),138916,(주)지에스리테일 잠실점,구분없음,208187.6235,445589.7186,준대규모점포
영업/정상,1,정상영업,02-2146-2181,서울특별시 송파구 신천동 29번지,서울특별시 송파구 신천동 29번지,,롯데백화점 에비뉴엘 월드타워점,백화점,209074.9008,445657.8093,대규모점포
영업/정상,1,정상영업,02-2145-8494,서울특별시 송파구 신천동 29번지 롯데월드타워앤드롯데월드몰,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 (신천동),5551,롯데마트 월드타워점,대형마트,209074.9008,445657.8093,대규모점포
영업/정상,1,정상영업,221353211,,서울특별시 송파구 올림픽로 435 (신천동 파크리오아파트),138930,(주)지에스리테일 잠실파크리오점,구분없음,209995.6128,446691.346,준대규모점포
영업/정상,1,정상영업,24014600,,서울특별시 송파구 오금로46길 49 (가락동),138812,(주)지에스리테일 송파가락점,구분없음,211693.9328,443503.4279,준대규모점포
영업/정상,1,정상영업,24132252,,서울특별시 송파구 오금로32길 32 (송파동),138853,(주)지에스리테일 송파2점,구분없음,210432.7264,444603.0037,준대규모점포
휴업,2,휴업처리,2,서울특별시 송파구 신천동 7번지 17호   ,서울특별시 송파구 송파대로 562 (신천동),,주-한화유통,그 밖의 대규모점포,208730.6335,445905.0255,
폐업,3,폐업처리,422-5851,서울특별시 송파구 잠실3동,서울특별시 송파구 올림픽로 203 (잠실동),138916,(유)잠실중앙상가,그 밖의 대규모점포,208187.6235,445589.7186,대규모점포
폐업,3,폐업처리,02 4044946,서울특별시 송파구 오금동 1번지 11호,,,석우종합시장,그 밖의 대규모점포,,,
폐업,3,폐업처리,4226372,서울특별시 송파구 신천동 7번지,서울특별시 송파구 올림픽로35길 124 (신천동),138796,장미종합상가,그 밖의 대규모점포,208707.0899,446299.3528,대규모점포
폐업,3,폐업처리,02 4275393,서울특별시 송파구 문정동 112호,서울특별시 송파구 새말로 176 (문정동),,주-화신유통,,211632.462,442617.3823,
폐업,3,폐업처리,2290-5853,서울특별시 송파구 거여2동 37번지 3호,서울특별시 송파구 오금로 507 (거여동),138814,롯데쇼핑(주)롯데슈퍼거여점,구분없음,212769.3371,443460.3336,준대규모점포
폐업,3,폐업처리,24098880,,서울특별시 송파구 새말로 136 (문정동),138200,(주)지에스리테일 문정점,구분없음,211350.0994,442328.4471,준대규모점포
폐업,3,폐업처리,24158545,,서울특별시 송파구 백제고분로 387 (송파동),138848,홈플러스익스프레스 송파2점,구분없음,209522.4332,444926.0998,준대규모점포
폐업,3,폐업처리,5582042,서울특별시 송파구 가락동 78호,서울특별시 송파구 중대로 135 (가락동),,가락동포스코주상복합상가,그 밖의 대규모점포,210758.1191,443662.9564,
폐업,3,폐업처리,410-7484,서울특별시 송파구 잠실동 40호,서울특별시 송파구 올림픽로 212 (잠실동),,갤러리아 잠실점,그 밖의 대규모점포,208233.927,445435.2576,
폐업,3,폐업처리,234598000,서울특별시 송파구 삼전동 9번지 19호,서울특별시 송파구 백제고분로 207 (삼전동),138837,홈플러스(주)익스프레스 삼전점,구분없음,207869.0418,444656.5473,준대규모점포
폐업,3,폐업처리,02-411-9539,서울특별시 송파구 신천동 29번지,서울특별시 송파구 올림픽로 300 (신천동),5551,롯데면세점 월드타워점,전문점,209074.9008,445657.8093,대규모점포
폐업,3,폐업처리,221388841,,서울특별시 송파구 석촌호수로 156 (삼전동),138840,(주)지에스리테일 삼전점,구분없음,208280.5349,444954.9355,준대규모점포
영업/정상,1,정상영업,02-2006-2422,서울특별시 강동구 고덕동 217번지 고덕그라시움아파트(상가1동),서울특별시 강동구 고덕로 353 고덕그라시움아파트(상가1동) 지하1층 108-119128호 (고덕동),5224,지에스 더프레시(GS THE FRESH) 고덕그라시움점,구분없음,214293.0853,450636.6264,준대규모점포
영업/정상,1,정상영업,204782635,서울특별시 강동구 성내동 428번지 2호,서울특별시 강동구 양재대로89길 16 (성내동),134890,파크프라자 상가,그 밖의 대규모점포,211838.3543,447195.6768,대규모점포
영업/정상,1,정상영업,2224 1053,서울특별시 강동구 천호동 454번지 1호,서울특별시 강동구 천호대로 1017 (천호동),134874,(주)이마트천호점,대형마트,211025.925,448495.1892,대규모점포
영업/정상,1,정상영업,02 4850731,서울특별시 강동구 천호동 422번지 2호,서울특별시 강동구 천호동 422번지 2호,,천호신시장,시장,211252.7355,448823.3988,대규모점포
영업/정상,1,정상영업,234319000,서울특별시 강동구 성내동 25번지 1호,서울특별시 강동구 천호대로162길 34 (성내동),134840,이안강동주상복합상가,그 밖의 대규모점포,211238.6611,448150.5958,대규모점포
영업/정상,1,정상영업,02-3393-3466,서울특별시 강동구 길동 414번지 10호,서울특별시 강동구 진황도로 99 (길동),134814,강동한신휴플러스,그 밖의 대규모점포,212081.0199,448209.1248,대규모점포
영업/정상,1,정상영업,02-470-9205,서울특별시 강동구 길동 339번지 1호,서울특별시 강동구 양재대로124길 32 (길동),134811,동서울오네뜨상가,그 밖의 대규모점포,212624.8914,448937.8114,대규모점포
영업/정상,1,정상영업,4763708,서울특별시 강동구 명일1동 312번지 99호,서울특별시 강동구 양재대로 1630 (명일동),134071,(주)지에스리테일 명일점,구분없음,212676.1622,449910.8816,준대규모점포
영업/정상,1,정상영업,02-2225-8701,서울특별시 강동구 천호동 455번지 8호,서울특별시 강동구 천호대로 1005 (천호동 현대백화점),134779,현대백화점 천호점,백화점,210931.6435,448522.0798,대규모점포
영업/정상,1,정상영업,221451051,서울특별시 강동구 명일동 46번지 4 호,서울특별시 강동구 고덕로 276 (명일동),134825,(주)이마트명일점,대형마트,213700.8777,450278.1009,대규모점포
휴업,2,휴업처리,02  485 9001,서울특별시 강동구 천호동 563호   ,,,동아코아,쇼핑센터,211055.4862,448786.6974,
영업/정상,1,정상영업,2290-5853,서울특별시 강동구 길동 384번지 1호,서울특별시 강동구 성안로 176 (길동),134813,롯데쇼핑㈜롯데슈퍼길동점,구분없음,211983.1816,448483.8891,준대규모점포
영업/정상,1,정상영업,428-7744,서울특별시 강동구 명일동 48번지,서울특별시 강동구  고덕로62길  55 (명일동),134825,주양쇼핑,그 밖의 대규모점포,213493.9072,450038.8473,대규모점포
영업/정상,1,정상영업,69332502,서울특별시 강동구 암사3동 414번지 18호 강동롯데캐슬퍼스트아파트,서울특별시 강동구 고덕로 133 (암사동),134852,(주)지에스리테일 암사캐슬점,구분없음,212334.9585,450346.7907,준대규모점포
영업/정상,1,정상영업,02-2224-8971,서울특별시 강동구 성내1동 451번지,서울특별시 강동구 올림픽로 528 (성내동),134848,(주)농협유통 하나로마트 성내점,구분없음,210566.8756,447402.6297,준대규모점포
휴업,2,휴업처리,02 485 0731,서울특별시 강동구 천호동 422번지 2호   ,,,천호신시장,그 밖의 대규모점포,211252.7355,448823.3988,
휴업,2,휴업처리,,서울특별시 강동구 명일동 52번지 5호   ,,,신세계이마트천호점,그 밖의 대규모점포,,,
영업/정상,1,정상영업,222963651,,서울특별시 강동구 고덕로 99 (암사동),134855,(주)이마트에브리데이 암사동점,구분없음,211970.1198,450308.5597,
영업/정상,1,정상영업,234598000,서울특별시 강동구 길동 391번지 2호,서울특별시 강동구 양재대로 1486 (길동),134880,홈플러스(주)익스프레스 길동점,구분없음,212349.3738,448466.1056,
휴업,2,휴업처리,02  4850731,서울특별시 강동구 천호동 422번지 2호   ,,,천호신시장,그 밖의 대규모점포,211252.7355,448823.3988,
휴업,2,휴업처리,478 1443,서울특별시 강동구 천호동 422번지 1호   ,,,동서울시장,그 밖의 대규모점포,211265.3319,448886.3169,
휴업,2,휴업처리,02  485 9001,서울특별시 강동구 천호동 563호   ,,,동아코아,쇼핑센터,211055.4862,448786.6974,
휴업,2,휴업처리,02  485 9001,서울특별시 강동구 천호동 563호   ,,,동아코아,쇼핑센터,211055.4862,448786.6974,
휴업,2,휴업처리,02  485 9001,서울특별시 강동구 천호동 563호   ,,,동아코아,쇼핑센터,211055.4862,448786.6974,
휴업,2,휴업처리,02  485 9001,서울특별시 강동구 천호동 563호   ,,,동아코아,쇼핑센터,211055.4862,448786.6974,
휴업,2,휴업처리,02  485 9001,서울특별시 강동구 천호동 563호   ,,,동아코아,쇼핑센터,211055.4862,448786.6974,
휴업,2,휴업처리,02   478 219,서울특별시 강동구 천호동 421번지 1호   ,,,천호시장,그 밖의 대규모점포,211196.1957,448722.8518,
휴업,2,휴업처리,02 4262001,서울특별시 강동구 천호동 563호   ,,,이천일아울렛 천호점,그 밖의 대규모점포,211055.4862,448786.6974,
휴업,2,휴업처리,204793424,서울특별시 강동구 천호동 410번지 105호   ,,,현대프라자,그 밖의 대규모점포,211336.1725,448556.7945,
폐업,3,폐업처리,4782268,서울특별시 강동구 둔촌1동 172번지 1호,서울특별시 강동구 양재대로 1330 (둔촌동),134061,(주)지에스리테일 둔촌점,구분없음,211979.5206,446932.6537,준대규모점포
폐업,3,폐업처리,4284162,서울특별시 강동구 명일동 48번지 지하1층,서울특별시 강동구 고덕로62길 55 지하1층 (명일동),134832,(주)지에스리테일 주양점,구분없음,213493.9072,450038.8473,준대규모점포
폐업,3,폐업처리,02-478-2191,서울특별시 강동구 천호동 421번지 1호,서울특별시 강동구 구천면로 205 (천호동),134873,천호시장,그 밖의 대규모점포,211196.1957,448722.8518,대규모점포
폐업,3,폐업처리,02-485-6644,서울특별시 강동구 천호동 410번지 105호,서울특별시 강동구 진황도로 18 (천호동),134871,현대프라자,그 밖의 대규모점포,211336.1725,448556.7945,대규모점포
폐업,3,폐업처리,02-476-3154,서울특별시 강동구 둔촌동 172번지 1호,서울특별시 강동구 양재대로 1330 (둔촌동),134771,둔촌종합상가,그 밖의 대규모점포,211979.5206,446932.6537,대규모점포
폐업,3,폐업처리,02-474-5601,서울특별시 강동구 둔촌1동 444번지,서울특별시 강동구 풍성로63길 84 (둔촌동),134822,롯데쇼핑(주)롯데슈퍼둔촌점,대형마트,212334.6989,447728.8651,준대규모점포
폐업,3,폐업처리,4416000,서울특별시 강동구 암사3동 451번지 16호,,,양지종합시장,시장,212082.0142,450348.7936,대규모점포
폐업,3,폐업처리,02-478-1443,서울특별시 강동구 천호동 422번지 1호,서울특별시 강동구 올림픽로80길 58 (천호동),134873,동서울시장,시장,211265.3319,448886.3169,대규모점포
폐업,3,폐업처리,4269122,서울특별시 강동구 암사1동 488번지 21호,서울특별시 강동구 구천면로 317 (암사동),134051,(주)지에스리테일 암사점,구분없음,211856.4692,449540.6604,준대규모점포
폐업,3,폐업처리,4940015,서울특별시 강동구 암사1동 461번지 외6필지,,,롯데슈퍼암사가맹점,대형마트,211466.8855,450264.2764,준대규모점포
폐업,3,폐업처리,473 5501,서울특별시 강동구 둔촌동 172번지 1호 둔촌종합상가 지하1층,서울특별시 강동구 양재대로 1330 지하1층 (둔촌동 둔촌종합상가),134771,(주)농협유통 하나로마트 둔촌점,구분없음,211979.5206,446932.6537,준대규모점포
폐업,3,폐업처리,02-485-5607,서울특별시 강동구 성내1동 164번지 1호,서울특별시 강동구 천호대로 1078 (성내동),134841,롯데쇼핑㈜롯데슈퍼강동점,구분없음,211532.3537,448182.5885,준대규모점포
취소/말소/만료/정지/중지,4,직권취소,3400-8000,서울특별시 강동구 천호동 42번지,,,삼성테드크(주)홈플러스강동점,대형마트,212501.3691,449282.3104,
영업/정상,BBBB,,204296240,서울특별시 강동구 명일동 46번지 4호   ,,,신세계 이마트 명일점,대형마트,213700.8777,450278.1009,
영업/정상,BBBB,,0,서울특별시 강동구 암사3동 451번지 16호,,,양지종합시장,시장,212082.0142,450348.7936,대규모점포
영업/정상,1,정상영업,02-2643-3209,서울특별시 양천구 목동 966번지 목동에버하임,서울특별시 양천구 목동중앙북로 68 (목동 목동에버하임),7948,목동에버하임,그 밖의 대규모점포,,,
영업/정상,1,정상영업,02-310-1041,서울특별시 중구 충무로1가 52번지 5호 신세계백화점건물,서울특별시 중구 소공로 63 (충무로1가신세계백화점건물),,신세계백화점,백화점,198263.9084,450960.763,
영업/정상,1,정상영업,712-0687,서울특별시 마포구 공덕동 256번지 5호 마포시장,서울특별시 마포구 마포대로6길 16 마포시장 (공덕동),4214,마포시장,시장,195804.5637,449216.3113,
영업/정상,1,정상영업,221738123,서울특별시 동대문구 용두동 33번지 1호,서울특별시 동대문구 천호대로 133 (용두동),130817,홈플러스(주) 동대문점,대형마트,203356.9574,452469.3002,
영업/정상,1,정상영업,2639-1041,서울특별시 영등포구 영등포동4가 434번지 5호 신세계백화점,서울특별시 영등포구 영중로 9 (영등포동4가 신세계백화점),150985,(주)신세계 타임스퀘어점,백화점,191581.5003,446108.8072,
영업/정상,1,정상영업,895 2080,서울특별시 금천구 시흥동 992번지 47호,서울특별시 금천구 시흥대로 201 (시흥동),,홈플러스 시흥점,대형마트,191152.4326,438865.1607,
영업/정상,1,정상영업,02  890 8125,서울특별시 금천구 독산동 291번지 7호,서울특별시 금천구 시흥대로 391 (독산동),,홈플러스(주) 금천점,대형마트,190809.5078,440728.3823,
영업/정상,1,정상영업,232853651,서울특별시 관악구 중앙동 463번지 4호 메카플러스 지하1층,서울특별시 관악구 양녕로 46 (봉천동),151823,홈플러스 익스프레스 봉천점,구분없음,195274.3433,442663.4986,
영업/정상,1,정상영업,02-2265-3531,서울특별시 중구 을지로6가 17번지 48호,서울특별시 중구  청계천로  274 (을지로6가),100726,평화시장,그 밖의 대규모점포,200644.6738,451908.7,
영업/정상,1,정상영업,02-704-3013,서울특별시 용산구 한강로3가 1번지 1호 나진상가,서울특별시 용산구 청파로 109 나진상가 (한강로3가),4370,나진산업 주식회사,전문점,196697.0311,447931.1083,
영업/정상,1,정상영업,234008000,서울특별시 강동구 천호동 42번지,서울특별시 강동구 양재대로 1571 (천호동),134861,홈플러스 강동점,대형마트,212501.3691,449282.3104,
영업/정상,1,정상영업,226442080,서울특별시 양천구 목동 919번지 7호,서울특별시 양천구 목동서로 170 (목동),,홈플러스(주)목동점,쇼핑센터,188729.1905,447572.61,
영업/정상,1,정상영업,8138545,서울특별시 동작구 대방동 341번지 2호,서울특별시 동작구 노량진로 4 (대방동),156020,(주)홈플러스 대방점,그 밖의 대규모점포,193393.3064,445577.5132,
영업/정상,1,정상영업,24918546,서울특별시 중랑구 중화2동 314번지 1호,서울특별시 중랑구 동일로129길 35 (중화동),131883,홈플러스(주) 익스프레스 태릉점,그 밖의 대규모점포,206771.2173,455221.9895,
영업/정상,1,정상영업,,서울특별시 종로구 숭인동 206-9 신설종합시장 숭인동,서울특별시 종로구 난계로27길 51 신설종합시장 숭인동 (숭인동),3117,신설종합시장,시장,201727.6708,452264.4202,
